Title,Price,Property Type,Bedrooms,Bathrooms,Area,Location
"Villa for sale in Al Maizilah, east of Riyadh","2,000,000",Villa,4,5,276 Sq. M.,"Al Maizilah, East Riyadh, Riyadh"
Apartment for sale in Al-Rimal neighborhood.,"770,000",Apartment,3,3,150 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Duplex villa for sale in Al Rimal, East Riyadh","2,100,000",Villa,5,5,328 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
3-bedroom apartment for sale in Al-Rimal.,"860,000",Apartment,3,3,184 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Floor for sale in Al Nadwa District, east Riyadh","1,100,000",Floor,4,5,165 Sq. M.,"Al Nadwa District, East Riyadh, Riyadh"
Apartment for sale in Al-Quds neighborhood,"1,200,000",Apartment,3,3,966 Sq. M.,"Al Quds, East Riyadh, Riyadh"
Villa for sale in Yasmin neighborhood,"3,500,000",Villa,8,4,337 Sq. M.,"Al Yasmin, North Riyadh, Riyadh"
"Floor for sale in Al Munsiyah, east Riyadh","1,350,000",Floor,3,4,185 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Floor for sale in Al Qadisiyah, East Riyadh","1,350,000",Floor,4,4,298 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
دور علوي للبيع حي الرمال ،الرياض,"850,000",Floor,3,3,166 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Hawksan Villas and Floors Project,"2,390,000",Floor,4,3,"2,250 Sq. M.","Al Narjis, North Riyadh, Riyadh"
"Ground Floor Townhouse for Sale in Al Janadriyah, East Riyadh","1,100,000",Floor,6,5,205 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Apartment for sale in Al Zahrah, West Riyadh","550,000",Apartment,3,3,128 Sq. M.,"Al Zahrah, West Riyadh, Riyadh"
Villa south of King Salman bin Abdulaziz Road,"4,500,000",Villa,5,6,360 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
Villa for sale in Al Yasmin neighborhood,"3,500,000",Villa,9,5,360 Sq. M.,"Al Yasmin, North Riyadh, Riyadh"
Apartment in East Riyadh，Al Qadisiyah 4 bedrooms 920000 SAR - 87623485,"920,000",Apartment,4,4,159 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
Villa in North Riyadh，Al Yasmin 4 bedrooms 4500000 SAR - 87616509,"4,500,000",Villa,4,5,350 Sq. M.,"Al Yasmin, North Riyadh, Riyadh"
"Ground floor for sale in Al Rimal, east of Riyadh","1,170,000",Floor,5,5,186 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"First floor for sale, Al Rimal district, east of Riyadh","900,000",Floor,4,4,146 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Ground floor furnished apartment,"1,320,000",Floor,3,3,"2,120 Sq. M.","Al Safa, East Riyadh, Riyadh"
فيلا دور دور شقه للبيع بحي الجنادريه,"1,700,000",Villa,9,9,300 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Floor for sale in Al Munsiyah, East Riyadh","1,550,000",Floor,4,4,206 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"An excellent and very clean apartment for sale in Al-Durayhimiyah (Al-Suwaidi) neighborhood, Riyadh - King Fahd Road, in the Al-Qasr Housing Complex.","720,000",Apartment,4,3,179 Sq. M.,"Al Suwaidi, West Riyadh, Riyadh"
"5 Bedroom Villa For Sale in Al Qirawan, Riyadh","6,200,000",Villa,5,1,385 Sq. M.,"Al Qirawan, North Riyadh, Riyadh"
"Duplex villa for sale in Al Rimal, East Riyadh","1,700,000",Villa,5,5,225 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Villa in East Riyadh，Al Munsiyah 6 bedrooms 1750000 SAR - 87616415,"1,750,000",Villa,6,5,225 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Villa with 10 bedrooms for sale in Narges, Riyadh","2,800,000",Villa,10,5,268 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
"Floor for sale in Al Qadisiyah, East Riyadh","1,400,000",Floor,4,3,305 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Floor for sale in  Al Munsiyah, East Riyadh","1,550,000",Floor,5,4,206 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Ground floor modern for sale in Al-Monsiah district,"1,550,000",Floor,3,5,175 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Apartment in Badr district,"500,000",Apartment,3,3,199 Sq. M.,"Badr, South Riyadh, Riyadh"
"Floor for sale in Al Arid, North Riyadh","1,500,000",Floor,4,3,163 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"Villa For Sale in Badr, South Riyadh","750,000",Villa,4,4,200 Sq. M.,"Badr, South Riyadh, Riyadh"
Villa in West Riyadh，Al Mahdiyah 5 bedrooms 2100000 SAR - 87622673,"2,100,000",Villa,5,5,332 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
Villa in North Riyadh，Al Arid 5 bedrooms 3200000 SAR - 87622573,"3,200,000",Villa,5,5,312 Sq. M.,"Al Arid, North Riyadh, Riyadh"
Villa in North Riyadh，Al Narjis 5 bedrooms 3400000 SAR - 87622569,"3,400,000",Villa,5,9,250 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
"Luxury Ground Floor for Sale in Al Munsiyah, East Riyadh","1,350,000",Floor,3,4,185 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
Floor in South Riyadh，Badr 4 bedrooms 670000 SAR - 87622199,"670,000",Floor,4,4,120 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for Sale in Al Rimal, East Riyadh","780,000",Apartment,3,3,134 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Upper Floor for Sale in Al Rimal, East Riyadh","780,000",Floor,3,3,143 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"For Sale Ground Floor in Al Rimal, East Riyadh","1,150,000",Floor,4,4,183 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Upper Floor for Sale in Al Rimal, East Riyadh","780,000",Floor,3,4,143 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Floor for Sale in Al Rimal, East Riyadh","1,250,000",Floor,4,6,44 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"For Sale Apartment in Al Rimal, East Riyadh","750,000",Apartment,4,3,157 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"For Sale Ground Floor in Al Rimal, East Riyadh","1,250,000",Floor,4,4,44 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
Modern villas in Al Nargis neighborhood,"3,400,000",Villa,5,9,250 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
"Villa for sale in Al Narjis, North Riyadh","3,200,000",Villa,5,8,263 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
"Apartment for Sale in Al Arid, North Riyadh","1,000,000",Apartment,3,3,128 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"Villa for sale in Badr, south of Riyadh","540,000",Floor,3,3,193 Sq. M.,"Badr, South Riyadh, Riyadh"
"Apartment for sale in Al Hazm, west Riyadh","730,000",Apartment,6,4,221 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
"Apartment for sale on Tarif Street, Narjes District, Riyadh City, Riyadh Province","1,300,000",Apartment,N/A,1,121 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
"7 Bedroom Villa For Sale in Al Jannadriyah, Riyadh","1,450,000",Villa,7,5,289 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Floor in South Riyadh，Badr 3 bedrooms 540000 SAR - 87620908,"540,000",Floor,3,3,193 Sq. M.,"Badr, South Riyadh, Riyadh"
Floor in North Riyadh，Al Arid 3 bedrooms 1700000 SAR - 87620723,"1,700,000",Floor,3,5,179 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"Villa for sale in Tuwaiq, West Riyadh","900,000",Floor,3,3,750 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
"4 Bedroom Villa For Sale in King Khalid International Airport, Riyadh","1,700,000",Villa,4,3,250 Sq. M.,"King Khalid International Airport, North Riyadh, Riyadh"
Villa in East Riyadh，Al Nahdah 7 bedrooms 2400000 SAR - 87620381,"2,400,000",Villa,7,6,484 Sq. M.,"Al Nahdah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Janadriyah 3 bedrooms 1050000 SAR - 87620101,"1,050,000",Floor,3,3,241 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Internal Staircase Villa and Apartment for Sale in Al Maizilah, East Riyadh","2,000,000",Villa,4,5,276 Sq. M.,"Al Maizilah, East Riyadh, Riyadh"
"Villa for sale in Dirab, West Riyadh","900,000",Villa,8,6,225 Sq. M.,"Dirab, West Riyadh, Riyadh"
"Apartment for Sale in Badr, South Riyadh","430,000",Apartment,4,3,"2,473 Sq. M.","Badr, South Riyadh, Riyadh"
"Villa for sale in Malqa, North of Riyadh","5,880,000",Villa,5,7,304 Sq. M.,"Al Malqa, North Riyadh, Riyadh"
"Villa for Sale in Al Nadhim, East Riyadh","5,300,000",Villa,5,4,562 Sq. M.,"Al Nadhim, East Riyadh, Riyadh"
Apartment in North Riyadh，Al Arid 3 bedrooms 1300000 SAR - 87619942,"1,300,000",Apartment,3,3,133 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"Ground Floor for Sale in Al Rimal, East Riyadh","1,150,000",Floor,3,4,203 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"For Sale Villa in Al Arid, North Riyadh","3,100,000",Villa,5,4,250 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"For Sale Villa in Al Arid, North Riyadh","3,750,000",Villa,6,4,360 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"For Sale Villa in Al Arid, North Riyadh","3,800,000",Villa,6,4,350 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"Villa for Sale in Al Arid, North Riyadh","5,500,000",Villa,6,4,474 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"Floor for sale in Janadriyah, east of Riyadh","850,000",Floor,4,3,192 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Floor for sale in Al Munsiyah, East Riyadh","1,350,000",Floor,4,3,185 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"For sal a villa in Al Maizilah, east of Riyadh","2,000,000",Villa,4,7,276 Sq. M.,"Al Maizilah, East Riyadh, Riyadh"
"Floor for sale in Al Munsiyah, east of Riyadh","1,350,000",Floor,3,4,185 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"4 Bedroom Villa For Sale in Tawiq, Riyadh","1,200,000",Villa,4,4,200 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
"Villa for sale in Al Munsiyah, east of Riyadh","3,100,000",Villa,5,5,309 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Floor for sale in  Al Rimal, East Riyadh","1,200,000",Floor,4,3,165 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Floor for sale in Al Rimal, East Riyadh","1,300,000",Floor,3,3,164 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Floor for sale in Al Rimal, east of Riyadh","1,250,000",Floor,3,3,164 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Floor for sale in Al Rimal, East Riyadh","1,300,000",Floor,3,3,164 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Upper floor for sale in Al Janadriyah, East Riyadh","850,000",Floor,4,3,205 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Floor for sale in Al Qadisiyah, east of Riyadh","1,150,000",Floor,4,3,168 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Ground floor for sale in Al Rimal, East Riyadh","1,150,000",Floor,5,4,203 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Villa for sale in  Al Maizilah, East Riyadh","2,000,000",Villa,6,5,276 Sq. M.,"Al Maizilah, East Riyadh, Riyadh"
"Apartment for sale in Al Qurtubah, Riyadh furnished","1,500,000",Apartment,2,3,"2,594 Sq. M.","Qurtubah, East Riyadh, Riyadh"
"Villa for sale in Al Maizilah, East Riyadh","2,000,000",Villa,4,5,276 Sq. M.,"Al Maizilah, East Riyadh, Riyadh"
Villa in a compound in North Narges,"2,100,000",Villa,4,4,204 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
"Ground floor for sale in Al Janadriyah, East Riyadh","950,000",Floor,5,4,244 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Floor for sale in Al Janadriyah, east of Riyadh","950,000",Floor,3,4,244 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"For Sale Floor in Al Saadah, East Riyadh","930,000",Floor,4,3,158 Sq. M.,"Al Saadah, East Riyadh, Riyadh"
"Floor for Sale in Al Saadah, East Riyadh","730,000",Floor,4,3,131 Sq. M.,"Al Saadah, East Riyadh, Riyadh"
"For Sale Internal Staircase Villas and Apartment in Al Yarmuk, East Riyadh","2,500,000",Villa,4,5,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
"Floor for sale in  Al Bayan Neighborhood, East Riyadh","950,000",Floor,4,3,170 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
"Floor for sale in Al Qadisiyah, East Riyadh","1,100,000",Floor,5,5,570 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Floor for Sale in Al Bayan Neighborhood, East Riyadh","950,000",Floor,6,5,170 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
"Ground Floor for Sale in Al Bayan Neighborhood, East Riyadh","950,000",Floor,5,3,170 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
"For sale, upper floor in Riyadh, Badr neighborhood","650,000",Floor,4,5,184 Sq. M.,"Badr, South Riyadh, Riyadh"
"Townhouse Floor for Sale in Al Munsiyah, East Riyadh","1,600,000",Floor,5,5,206 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Ground Floor for Sale in Al Munsiyah, East Riyadh","1,350,000",Floor,4,3,185 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Luxury Townhouse for Sale in Al Munsiyah, East Riyadh","1,600,000",Floor,4,5,206 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Corner Internal Staircase Villa and Apartment for Sale in Al Yarmuk, East Riyadh","3,800,000",Villa,5,9,450 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
"Luxury Floor for Sale in Al Bayan Neighborhood, East Riyadh","850,000",Floor,3,3,170 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
"Floor for sale in  Al Bayan Neighborhood, East Riyadh","850,000",Floor,4,3,170 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
"Apartment for sale in Al Qadisiyah, east of Riyadh","950,000",Apartment,4,3,159 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Floor for sale in Al Qadisiyah, east of Riyadh","1,100,000",Floor,4,4,570 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Apartment for sale in  Al Qadisiyah, East Riyadh","950,000",Apartment,3,3,159 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Apartment for sale in Al Qadisiyah, east of Riyadh","950,000",Apartment,3,3,159 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Floor for sale in Al Munsiyah, east Riyadh","1,550,000",Floor,4,5,206 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"8 Bedroom Villa For Sale in Arqah, Riyadh","5,500,000",Villa,5,5,444 Sq. M.,"Irqah, West Riyadh, Riyadh"
"Floor for sale in  Al Qadisiyah, East Riyadh","1,200,000",Floor,3,3,243 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"For Sale Villa in Al Yarmuk, East Riyadh","2,500,000",Villa,6,6,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
"First Floor for Sale in Al Bayan Neighborhood, East Riyadh","850,000",Floor,4,3,170 Sq. M.,"Al Bayan Neighborhood, East Riyadh, Riyadh"
"Internal Staircase Villa and Apartment for Sale in Al Yarmuk, East Riyadh","2,500,000",Villa,4,5,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
"Luxury Villa for Sale in Al Yarmuk, East Riyadh","2,350,000",Villa,5,6,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
"Villa and Apartment for Sale in Al Yarmuk, East Riyadh","2,500,000",Villa,5,6,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
Villa in North Riyadh，Al Arid 4 bedrooms 3600000 SAR - 87594407,"3,600,000",Villa,4,7,250 Sq. M.,"Al Arid, North Riyadh, Riyadh"
تاون هاوس علوي للبيع حي المونسيه،الرياض,"1,350,000",Floor,4,5,185 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
دور ارضي للبيع حي المونسيه ،الرياض,"1,100,000",Floor,2,3,131 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Floor for sale in  Al Janadriyah, East Riyadh","900,000",Floor,5,4,206 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
Floor in East Riyadh，Al Qadisiyah 4 bedrooms 1150000 SAR - 87599694,"1,150,000",Floor,4,3,168 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Duplex Villa for Sale in Al Janadriyah, East Riyadh","1,600,000",Villa,5,6,600 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Modern villa for sale in Al Yarmouk district, east of Riyadh","2,350,000",Villa,5,5,250 Sq. M.,"Al Yarmuk, East Riyadh, Riyadh"
"Upper floor for sale in Al Janadriyah, East Riyadh","880,000",Floor,6,4,205 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Floor for sale in Al Janadriyah, east of Riyadh","900,000",Floor,6,5,205 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Floor for sale in Al Khaleej, east of Riyadh","1,400,000",Floor,5,4,253 Sq. M.,"Al Khaleej, East Riyadh, Riyadh"
"Floor for sale in  Al Janadriyah, East Riyadh","950,000",Floor,3,4,245 Sq. M.,"Al Janadriyah, East Riyadh, Riyadh"
"Apartment for sale in Al Qadisiyah, East Riyadh","790,000",Apartment,3,4,159 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Apartment for sale in Al Qadisiyah, east of Riyadh","905,000",Apartment,3,3,140 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Apartment for sale in Al Qadisiyah, east of Riyadh","905,000",Apartment,4,3,140 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Floor for sale in Al Qadisiyah, East Riyadh","1,100,000",Floor,6,6,168 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Luxury Apartment for Sale in Al Qadisiyah, East Riyadh","790,000",Apartment,3,4,140 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Apartment for Sale in Al Qadisiyah, East riyadh","905,000",Apartment,4,3,159 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Apartment for Sale in Al Qadisiyah, East Riyadh","790,000",Apartment,4,3,140 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Upper Floor for Sale in Al Khaleej, East Riyadh","1,350,000",Floor,3,4,600 Sq. M.,"Al Khaleej, East Riyadh, Riyadh"
Apartment in East Riyadh，Al Qadisiyah 4 bedrooms 880000 SAR - 87594492,"880,000",Apartment,4,4,166 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"For Sale Floor in Al Munsiyah, East Riyadh","1,050,000",Floor,3,3,131 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Luxury Apartment for Sale in Al Munsiyah, Eash Riyadh","1,070,000",Apartment,4,3,142 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Townhouse for Sale in Al Munsiyah, East Riyadh","1,450,000",Floor,5,5,185 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Floor for sale in  Al Qadisiyah, East Riyadh","1,200,000",Floor,5,5,243 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Floor With Annex for Sale in Al Qadisiyah, East Riyadh","1,200,000",Floor,4,3,242 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Upper Floor for Sale in Al Qadidiyah, East Riyadh","1,200,000",Floor,4,4,242 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Upper Floor With Annex for Sale in Al Qadisiyah, East Riyadh","1,200,000",Floor,4,5,242 Sq. M.,"Al Qadisiyah, East Riyadh, Riyadh"
"Apartment for sale in Al Munsiyah, East Riyadh","950,000",Apartment,3,3,153 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Apartment for sale in Al Munsiyah, East Riyadh","1,070,000",Apartment,3,3,142 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Apartment for sale in  Al Munsiyah, East Riyadh","905,000",Apartment,3,3,137 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Internal Staircase Villa for Sale in Al Munsiyah, East Riyadh","2,500,000",Villa,5,5,250 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Residential Building For Sale in Al Dar Al Baida, South Riyadh","7,000,000",Residential Building,11,11,"1,050 Sq. M.","Al Dar Al Baida, South Riyadh, Riyadh"
"Villa for sale in Al-Muhaidib, Riyadh","3,100,000",Villa,4,3,375 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"3 bedroom villa for sale in Yasmin, Riyadh","4,200,000",Villa,3,4,362 Sq. M.,"Al Yasmin, North Riyadh, Riyadh"
"Floor for sale in Al Munsiyah, East Riyadh","1,450,000",Floor,5,5,185 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Apartment for sale in Dhahrat Laban, West Riyadh","780,000",Apartment,3,3,119 Sq. M.,"Dhahrat Laban, West Riyadh, Riyadh"
"Villa For Sale in Al Yasmin, North Riyadh","3,800,000",Villa,5,5,266 Sq. M.,"Al Yasmin, North Riyadh, Riyadh"
"2 Bedroom Floor For Sale in Al Munsiyah, Riyadh","1,100,000",Floor,2,3,131 Sq. M.,"Al Munsiyah, East Riyadh, Riyadh"
"Duplex Villa for Sale in Al Arid, North Riyadh","3,050,000",Villa,5,5,250 Sq. M.,"Al Arid, North Riyadh, Riyadh"
"Floor for sale in Badr, south of Riyadh","635,000",Floor,5,3,"1,260 Sq. M.","Badr, South Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,900,000",Villa,5,5,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for sale in Al Mahdiyah, West Riyadh","3,000,000",Villa,5,5,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,300,000",Villa,5,3,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"For Sale Villa in Al Mahdiyah, West Riyadh","2,350,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,150,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"For Sale Villa in Al Mahdiyah, West Riyadh","3,000,000",Villa,6,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Modern Villa for Sale in Al Mahdiyah, West Riyadh","3,000,000",Villa,6,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,000,000",Villa,6,7,260 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,800,000",Villa,6,7,260 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in Al Mahdiyah, West Riyadh","869,000",Apartment,3,3,138 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in Al Mahdiyah, West Riyadh","870,000",Apartment,3,3,138 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,000,000",Villa,5,5,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","1,799,999",Villa,4,3,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","3,000,000",Villa,5,4,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Villa for Sale in Al Mahdiyah, West Riyadh","2,700,000",Villa,7,4,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Apartment for sale in Al Mahdiyah, West Riyadh","870,000",Apartment,3,3,138 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"Floor for sale in Al Rimal, east Riyadh","1,000,000",Floor,6,4,312 Sq. M.,"Al Rimal, East Riyadh, Riyadh"
"Apartment for sale in  Al Dar Al Baida, South Riyadh","420,000",Apartment,3,3,132 Sq. M.,"Al Dar Al Baida, South Riyadh, Riyadh"
"For sailing, there is a hall with a level in Al Hazm neighborhood in Riyadh","1,100,000",Villa,5,4,273 Sq. M.,"Al Hazm, West Riyadh, Riyadh"
"Apartment for sale in  Alawali, West Riyadh","670,000",Apartment,3,3,150 Sq. M.,"Alawali, West Riyadh, Riyadh"
"Floor for sale in Narjis, north of Riyadh","1,800,000",Floor,3,4,196 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
"Upper floor with 6 bedroom annex for sale in Badr, Riyadh","820,000",Floor,6,5,238 Sq. M.,"Badr, South Riyadh, Riyadh"
First floor for sale with entrance,"550,000",Floor,3,2,300 Sq. M.,"Okaz, South Riyadh, Riyadh"
Villa in Al Muwaizilah neighborhood - Internal staircase - Used,"3,000,000",Villa,5,7,595 Sq. M.,"Al Maizilah, East Riyadh, Riyadh"
For sale separate floors,"1,150,000",Floor,7,3,198 Sq. M.,"Tuwaiq, West Riyadh, Riyadh"
Villa in North Riyadh，Al Narjis 5 bedrooms 3200000 SAR - 87622470,"3,200,000",Villa,5,9,250 Sq. M.,"Al Narjis, North Riyadh, Riyadh"
استراحه للبيع في عريض,"900,000",Rest House,2,2,405 Sq. M.,"Badr, South Riyadh, Riyadh"
Villa in West Riyadh，Al Mahdiyah 5 bedrooms 2300000 SAR - 87622149,"2,300,000",Villa,5,5,391 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
"5 Bedrooms Villa For Sale in Al Muhadiyah, Riyadh","3,000,000",Villa,5,3,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
